"Czas uśredniania","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g"
"Jednostka","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3"
"Kod stanowiska","DsLegPolarna-PM2.5-24g","DsOsieczow21-PM2.5-24g","DsWalbrzWyso-PM2.5-24g","DsWrocNaGrob-PM2.5-24g","DsZgorBohGet-PM2.5-24g","KpBydBerling-PM2.5-24g","KpGrudSienki-PM2.5-24g","KpToruDziewu-PM2.5-24g","KpWloclGniaz-PM2.5-24g","KpZielBoryTu-PM2.5-24g","LbBiaPodOrze-PM2.5-24g","LbChelPolan-PM2.5-24g","LbLubSliwins-PM2.5-24g","LbZamoHrubie-PM2.5-24g","LdLodzCzerni-PM2.5-24g","LdLodzLegion-PM2.5-24g","LdPioTrKraPr-PM2.5-24g","LuGorzPilsud-PM2.5-24g","LuZarySzyman-PM2.5-24g","LuZielKrotka-PM2.5-24g","MpBochKonfed-PM2.5-24g","MpKrakBujaka-PM2.5-24g","MpNoSaczNadb-PM2.5-24g","MpTarBitStud-PM2.5-24g","MpTrzebOsZWM-PM2.5-24g","MpZakopaSien-PM2.5-24g","MzPlocKroJad-PM2.5-24g","MzRadHallera-PM2.5-24g","MzWarKondrat-PM2.5-24g","MzWarWokalna-PM2.5-24g","OpKluczMicki-PM2.5-24g","OpOpoleOsAKr-PM2.5-24g","PdBialWarsza-PM2.5-24g","PdLomSikorsk-PM2.5-24g","PkJasloSikor-PM2.5-24g","PkKrosKletow-PM2.5-24g","PkNiskoSzkla-PM2.5-24g","PkRzeszRejta-PM2.5-24g","PmGdaPowWiel-PM2.5-24g","PmSlupKniazi-PM2.5-24g","SkBuskRokosz-PM2.5-24g","SkKielTargow-PM2.5-24g","SkKielWarsza-PM2.5-24g","SkSkarZielnaMOB-PM2.5-24g","SkStaraZlota-PM2.5-24g","SlBielSterni-PM2.5-24g","SlCzestoZana-PM2.5-24g","SlGliwicMewy-PM2.5-24g","SlGodGliniki-PM2.5-24g","SlKatoKossut-PM2.5-24g","SlKatoPlebA4-PM2.5-24g","SlTarnoLitew-PM2.5-24g","SlZlotPotLes-PM2.5-24g","SlZorySikor2-PM2.5-24g","WmElbBazynsk-PM2.5-24g","WmOlsPuszkin-PM2.5-24g","WmOstrPilsud-PM2.5-24g","WmPuszczaBor-PM2.5-24g","WpPleszAlMic-PM2.5-24g","WpPoznDabrow-PM2.5-24g","ZpKoszSpasow-PM2.5-24g","ZpMyslZaBram-PM2.5-24g","ZpSzczAndr01-PM2.5-24g","ZpSzczec1Maj-PM2.5-24g"
"1/26/2019 0:00","35.28","18.37","22.58","37.57","29.88","55.695845","64.234819","51.944527","55.948126","30.08963","73.9","97.8","59","61.8","65.090909","69.363636","85.636364","37.4","22","26.3","63.59","57.07","96.9","61.64","58.21","26.54","70.74","68.9","","55.15","48","35","77.86586","94.981532","62.8","51.9","64.1","53.4","43","32","54.124158","60.904956","32.798097","56.516504","72.072727","28.3","46.6","58.1","40","47.8","60.2","63.9","54.7","48.8","53.97","53.41","60.15","37.54","70.75","58.43","37.94","41.55","34.96",""
"1/27/2019 0:00","19.88","10.2","11.72","17.1","16.15","47.464433","68.06307","44.859189","57.391393","32.400133","59.1","89.4","53.7","69.4","49.363636","68.818182","61.636364","14.2","9.4","16.1","38.45","36.59","48.4","34.88","44.3","46.17","72.74","72.9","","67.85","24","25","59.337347","71.032555","32.8","31","50.6","27.1","","31","","53.8","56.493046","52.04873","58.791978","18.5","49.6","46.7","28.3","","35.3","49.9","39.8","35.7","55.4","58.47","60.08","47.5","41.05","34.67","34.3","16.51","8.34","12.67"
"1/28/2019 0:00","24.86","9.27","21.48","30.25","20.06","48.047266","62.154564","46.163863","62.05182","29.972198","50.4","52.7","57.4","57.8","52.909091","67.090909","60.454545","12.5","11.7","14.3","43.84","62.6","48.29","32.84","64.21","40.78","53.82","56.58","43.55","39.55","35","42","39.848018","55.31323","23.7","19.1","55.8","18.3","","29","","46.565186","49.400784","64.30369","","37.1","47.7","72.9","31.5","58.3","65.2","59.5","39","54.7","48.9","48.26","46.78","35.78","51.08","42.2","20.51","27.21","12.33","23.06"
"1/29/2019 0:00","18.66","13.17","25.53","22.5","21.55","36.344624","57.242912","36.482328","30.777402","24.602168","52.1","56.2","37.3","47.4","48.727273","34.090909","42.727273","14.6","13.8","17.9","31.15","24.46","62.59","35.59","38.54","25.06","31.27","40.07","29.39","33.02","29","34","39.588857","57.302089","40.7","44.4","45.9","41.3","","16","33.555714","33.146469","57.74955","28.414168","42.037892","13.8","35.6","40.1","65.8","37","42.1","37.1","21.6","39.8","46.11","41.05","42.22","36.02","33.04","28.69","15.61","16.69","10.87","16.4"
"1/30/2019 0:00","53.29","44.25","38.44","45.9","40.62","29.358721","36.201682","24.094737","53.392565","14.184872","45","54.4","43.1","52.7","50.545455","54.363636","67.545455","21.1","38.2","28","56.21","45.63","71","58.89","37.05","54.08","42.55","41.52","34.29","33.56","54","67","27.505458","55.112176","48.8","54.1","","74","","15","44.239799","31.902777","28.78308","37.21838","30.307989","68.5","51.2","92.8","56.4","61.1","69","91","32","75","25.73","33.45","33.72","20.67","60.56","33.75","19.78","29.21","15.59","24.87"
"1/31/2019 0:00","50.19","47.46","24.77","61.85","43.46","43.759678","46.976036","37.893363","40.450763","22.170398","23.4","31.7","23.9","30.2","47.545455","71","92.454545","49.8","59.8","47.7","83.97","94.19","97.58","92.19","68.09","34.17","36.18","33.73","33.56","30.3","54","51","17.896608","33.902429","82.2","94.9","","66.9","30","31","51.224884","66.762687","44.005046","37.145225","36.527273","57.9","94.8","140.7","109.4","94.1","116.9","130.7","61.3","141.6","28.4","29.28","27.84","18.65","76.4","67.54","37.58","73.66","48.92","44.33"
"2/1/2019 0:00","27.81","40.45","22.27","","60.87","52.534652","49.730888","41.539588","44.678022","25.334173","26","26.4","28","31","18.363636","63.181818","55.181818","54.4","53.4","38.6","52.59","57.96","34.01","29.11","43.02","18.67","46.55","27.38","35.38","34.11","47","42","22.752488","44.353689","26.6","20.8","32","20.8","36","33","27.617428","23.17426","24.713882","29.307382","26.118182","16.8","50","94.9","88.5","58.4","70.2","81.5","53.5","53.5","34.47","37.55","33.28","20.61","73.48","70.29","45.03","74.57","58.71","44.15"
"2/2/2019 0:00","43.35","","17.2","","52.55","40.572611","41.693192","27.777247","25.302594","21.793632","17","20.5","17.5","22.7","34.545455","26.454545","30","38.1","47.7","50.1","16.83","13.24","11.18","14.59","13.5","5.15","22.91","19.76","14.7","13.97","20","18","15.175985","26.57522","13.3","10.5","20.6","8.18","39","36","19.474741","16.911404","12.325361","17.085794","20.933743","10","16.5","26.8","48.7","18.9","20","29.7","16","26","25.8","24.7","23.31","15.64","37.38","43.3","43.2","52.61","46.94","38.73"
"2/3/2019 0:00","33.59","","22.88","","19.15","19.552022","40.46065","16.393079","31.125163","10.962094","27.9","24.5","32.8","29.5","11.545455","42.181818","49.545455","14.3","16.6","19.4","36.16","48.8","33.17","29.98","40.36","31.93","38.37","38.26","40.82","39.73","29","15","26.449502","58.934512","21.7","18.4","33.7","43.9","13","14","27.17509","33.742198","27.763642","42.313066","42.19486","35.7","31.4","45.5","60.8","44.5","48.5","32.8","26.9","45","26.58","23.75","28.54","24.61","51.85","23.2","8.17","18.51","13.6","7.93"
"2/4/2019 0:00","31.63","","40.33","","","12.555518","24.34535","9.752436","17.480228","6.485088","21.5","17","18.1","15","32.727273","17.090909","20.727273","13.3","19","17.6","23.84","25.39","16.43","21.42","31.49","13.11","11.09","15.23","10.7","12.16","19","18","9.997512","30.098002","19.3","21.9","17.3","17.5","8","13","18.724766","12.073633","11.5","10.731628","26.772398","25.4","16.3","20.7","37.3","27.2","35.1","20.1","14.3","31.6","12.54","8.12","11.24","5.74","38.87","12.69","10.34","17.24","11.42","6.31"
"2/5/2019 0:00","66.63","31.87","17.64","","","26.053022","37.712246","27.286198","33.29022","15.659543","25.6","31","23.4","35.5","32.818182","41.727273","48","13.9","18.5","18.2","40.13","44.26","51.51","47.1","56.21","32.06","32","30.83","23.59","20.68","35","64","19.029721","39.877028","40.3","51.5","34.7","50.2","17","16","36.083293","32.783305","","29.577307","32.97143","59.8","39.2","64.1","70.3","64.7","66","58.6","28.6","","28.14","28.16","30.25","18.04","48.34","31.05","17.06","16.33","11.6","13.87"
"2/6/2019 0:00","36.77","25.13","23.7","24.18","27.29","22.141583","34.478854","24.041244","27.466881","12.950326","58","50.8","34.8","44.5","43.818182","41.090909","59.727273","18.7","24.8","19.7","54.63","49.96","97.29","64.46","59.85","37.78","31.01","42.98","31.57","31.75","33","48","29.910758","54.251715","48.7","72.1","46.8","55.6","12","15","52.464372","58.315721","","53.280501","46.56533","61.9","48.1","70.4","","74.8","75.4","61.9","29.4","","21.85","21.84","27.07","14.61","35.48","32.8","17.79","24.13","17.4","17.3"
"2/7/2019 0:00","70.11","43.17","20.37","37.5","27.09","46.8659","63.5266","50.185726","48.048157","36.775777","27.9","28.8","24.2","29.7","35.272727","48.545455","51.272727","22.1","20.6","24.2","48.05","82.82","76.28","23.39","63.46","54.85","46.42","37.54","29.57","27.03","30","35","25.36753","41.202256","36.5","38.3","45.3","27.2","47","27","38.075624","32.31547","","51.27571","28.26415","","53.6","39.9","","61.3","86.9","43.7","33","","47.07","37.63","43.09","23.18","53.4","49.74","26.32","24.86","15.95","33.69"
"2/8/2019 0:00","21.99","16.77","16.18","24.7","23.53","31.348529","47.532619","30.666935","36.965583","19.603643","52.8","48.1","42.6","43.7","34.545455","42.272727","61.090909","15.6","17.8","18.5","78.03","80.95","87.32","47.38","49.8","65.45","38.98","49.32","35.56","35.2","29","39","41.324715","72.474427","49","38","55.1","44.3","25","16","69.673078","65.570871","","43.026184","57.003109","","41.6","","","38.7","109.3","49.4","33.6","","38.92","40.75","37.81","32.58","30.4","31.56","18.15","20.68","12.5","14.77"
"2/9/2019 0:00","10.18","7.14","14","16.22","11.72","21.109831","36.426169","19.933657","28.01044","13.949296","43.8","32.5","32.4","29.2","24.454545","38.818182","41.545455","6.5","7.2","8.4","39.47","75.37","67.5","29.02","37.85","43.24","36.45","48.96","39.92","37.01","23","27","45.007336","53.457972","30.1","29.8","45.1","25.4","21","11","51.183234","50.129769","","32.55615","46.600847","","33.3","","","","","34.3","27.7","","28","32.57","31.58","31.63","22.08","18.49","9.26","9.43","5.98","8.65"
"2/10/2019 0:00","16.44","7.83","15.79","16.85","14.86","15.432825","20.220601","15.88869","19.518531","8.283195","25.1","21.3","21.9","20.2","14.363636","27.090909","33.909091","6.6","9.8","9.3","22.5","15.63","39.58","24.63","28.25","21.66","22.49","32.64","21.59","21.23","22","25","22.721164","30.779288","30.2","25.1","22.9","21.3","11","6","29.366906","31.539393","","24.089883","28.526754","","18.7","","","","","","","","16.72","16.19","18.17","16.27","26.57","18.27","6.53","10.52","5.8","7.39"
"2/11/2019 0:00","4.89","5.14","4.33","5.34","8.58","9.315652","21.07198","12.868032","13.172402","6.869725","21.6","13.6","14.3","12.9","8.363636","17.181818","17.272727","2.5","4.3","5.7","13.66","10.31","15.12","13.66","15.45","10","14.69","18.32","14.88","15.78","9","5","19.280894","27.182745","13.6","15.5","12.4","12.9","12","6","14.745456","15.133795","","12.425501","17.660325","","9.6","","","","","","","","17.46","17.27","15.11","18.19","17.31","8.36","3.99","4.35","4.89","5.04"
"2/12/2019 0:00","8.25","5.36","4.61","5.33","10.76","5.010718","15.96593","6.293787","8.005138","1.463083","14.2","7.6","5.9","9","23.090909","13.090909","13.545455","8.3","6.3","8.6","16.32","11.04","12.88","12.44","10.33","10.04","8.52","7.62","2.36","5.44","7","8","5.49277","14.971908","10.6","19.3","11","7.13","4","11","11.010135","12.597482","","5.379411","10.499618","14.4","11.1","","14.6","","","","","12.6","10.11","4.87","0","2.51","20.46","10.95","5.08","6.71","6.53","4.69"
"2/13/2019 0:00","16.78","11.11","13.78","15.84","18.3","13.077192","18.848061","12.97067","16.956738","5.085827","20.4","15.8","16.7","16.5","19.090909","27.909091","23.727273","14.5","16.5","18.9","21.55","18.45","16.56","22.22","29.82","12.3","15.78","22.3","","19.23","18","13","9.234231","24.514299","15.3","17.3","17.9","15.7","6","9","22.72555","21.766399","","14.802326","17.346772","12.7","13.6","12.8","21.4","24.5","27.2","","","23.7","14.8","10.94","12.74","6.36","25.47","17.54","10.35","18.32","16.86","8.47"
"2/14/2019 0:00","31.01","15.16","30.61","20.36","27.02","11.740911","26.229419","12.670876","15.664987","5.487328","28.3","22.3","17.5","24.8","47.181818","26.272727","29.181818","19.2","20.8","18.3","29.95","30.4","23.92","26.36","37.76","20","15.23","19.95","","13.24","19","13","14.427591","24.186476","20.6","26.5","24.3","19.7","10","21","32.326653","25.863065","","18.818912","17.414157","28.3","15.6","17.1","29","30.6","33.5","","15.8","36.3","20.13","13.16","14.47","7.05","37.31","19.3","25.77","34.29","21.76","14.6"
"2/15/2019 0:00","34.97","29.82","77.01","27.34","28.62","28.413664","35.556295","32.96648","32.401141","10.051806","52.7","32","35","33.4","25.909091","52","49.272727","40.3","27.7","24.9","39.22","43.7","54.83","34.64","51.13","29.93","","42.43","","35.56","33","28","19.422465","39.848197","36.9","38.2","38.4","31.1","20","21","45.181158","50.057304","","39.921223","29.336364","45.2","20.1","43.5","54.2","50.9","54.6","33","23.2","49.1","27.23","22.76","27.89","11.46","56.69","37.82","30.66","63.68","38.43","16.22"
"2/16/2019 0:00","62.32","27.23","39.3","44.32","24.14","25.576188","39.278007","27.02986","39.487374","19.007822","35.8","41.8","34.1","61.9","40.090909","40","61","34.5","53.8","21.3","39.2","68.76","80.93","55.26","45.05","28.63","","58.03","29.03","27.58","36","60","16.682226","36.997963","55.8","52.8","67.6","40.6","30","18","71.17123","105.990709","","45.254913","40.8295","43.6","37.8","62.4","61.9","57.5","61.4","51.7","26.4","41.1","33.52","24.72","29.35","16.61","34.35","42.55","24.68","34.47","23.73","14.59"
"2/17/2019 0:00","58.92","19.81","35.02","57.1","30.39","24.526162","34.352805","31.52847","30.787483","11.983621","44","39","37.5","43.6","54.272727","58.090909","90.272727","38.6","44.8","27.3","41.97","70.31","68.12","53.81","39.05","25.76","","48.6","26.49","27.76","47","81","30.605445","43.425208","67.9","40","44.9","34.6","21","25","68.780719","100.328502","","49.135614","56.520237","48.2","76.9","62","51.7","53.3","48.6","51.7","26.7","23.7","33.88","25.57","27.9","26.01","62.76","47.82","31.4","50.8","28.81","19.46"
"2/18/2019 0:00","74.09","32.25","34.98","60.33","28.12","39.666605","69.156079","58.431854","51.914318","19.143746","40.6","38","36.5","51","46.181818","75.454545","144.818182","42.9","24.9","33.8","52.95","81.6","72.09","51.91","55.81","35.66","","63.28","35.74","32.11","56","79","32.311968","35.645995","73.5","60.2","94.2","58.2","27","22","78.319603","95.824357","","90.594165","98.452615","53.6","118.5","75.3","82.6","67.5","74.1","64.1","43.5","39.1","28.77","27.52","30.57","12.96","99.4","68.09","33.03","70.57","45.32","45.58"
"2/19/2019 0:00","50.01","30.42","","31.18","32.8","50.028668","73.763845","57.825317","47.667026","28.234687","44.8","47.4","46","48.2","18.181818","48.909091","70.636364","27.3","27","26.3","64.23","68.4","79.89","50.6","57.8","29.69","","59.84","48.08","46.63","35","40","36.124977","49.474116","74.3","54.9","67.6","44.9","43","27","56.632654","78.345547","","57.169677","69.681818","23.5","34.2","45.9","70.4","44.3","60.3","35.2","31.1","19.1","45.58","47.61","49.79","36.41","48.17","46.6","32.31","27.58","23.38","30.99"
"2/20/2019 0:00","16.26","12.29","","16.47","19.17","9.369478","12.95196","9.67052","10.187894","4.534518","18.8","17.6","10.3","9.7","25.909091","28.090909","22.181818","14.5","17.4","12.7","33.35","30.77","34.61","26.52","33.64","18.62","13.27","17.41","12.52","11.61","18","22","11.888609","19.366613","30.6","34.1","19.9","19.5","5","8","15.667757","19.068263","15.131036","11.00254","14.15506","19.4","15.6","16.8","26.8","25.4","29.5","16.2","14.3","23.1","11.87","7.43","7.05","6.32","23.66","14.65","10.71","13.43","15.04","7.75"
"2/21/2019 0:00","22.02","16.44","22.7","20.63","23.62","18.82936","30.190309","20.548457","20.516701","9.413375","16.5","14.7","14.2","18.5","7.636364","29.181818","26.636364","19.8","19.1","20","27.89","27.74","26.79","30.66","34.77","17.43","21.82","23.03","18.32","18.51","22","26","7.010063","19.583952","19.2","22.5","19.3","20.1","9","15","22.084519","23.580777","19.362884","13.872592","17.541786","15.4","17.1","21.5","29.5","30.8","32.3","22.1","22.2","25","8.64","9.96","14.07","4.93","31.12","23.67","19.79","20.32","20.3","12.61"
"2/22/2019 0:00","10.42","8.06","11.97","10.65","15.49","6.928026","15.697912","6.514356","12.482282","2.647387","9.9","6.6","4.8","4.6","20.181818","11.181818","13.363636","8.1","13.3","10.5","16.63","8.96","9.34","13.42","9.74","9.91","12.18","9.97","7.62","6.35","9","7","6.301884","12.411837","8.92","12","7.38","7.33","6","6","10.504581","8.781065","6.325037","6.633957","5.920012","12.2","16.9","10.2","","10","13.7","10.4","11.4","10.9","12.02","5.9","12.34","4.94","20.21","8.89","6.71","15.6","11.96","14.05"
"2/23/2019 0:00","24.95","18.22","33.39","22.85","34.21","22.154903","31.647546","26.862798","26.890446","10.256957","28.4","12.4","12.6","9.7","34.545455","27.272727","33.272727","20.5","25.4","20.9","35.88","25.9","40.8","26.39","20.49","26.99","8.55","22.67","17.42","16.15","21","19","10.689194","29.071773","22.5","18.7","20.3","14.3","17","15","32.000837","29.482207","20.463958","21.995895","34.074168","39.3","30.4","33.4","","22.2","21.2","31","15.9","35.9","31.25","17.19","21.73","11.11","46.44","29.49","13.61","39.92","16.13",""
"2/24/2019 0:00","39.69","31.14","38.27","30.26","24.25","19.009859","29.632359","24.035049","36.38754","7.886734","54.7","34.8","30.8","33.4","37.545455","42","31.636364","22.3","27.8","18.7","40.75","49.69","73.75","42.46","65.34","37.85","29.46","33.18","30.66","31.02","36","35","27.55829","43.37286","40.8","39.9","41.3","37.5","12","22","46.836864","38.437449","30.280829","19.928985","22.932276","39.7","23.3","66.2","","60.1","62.3","45.7","26.3","75.1","26.67","21.9","24.95","20.9","40.78","30.92","20.33","35.92","17.76",""
"2/25/2019 0:00","21.7","23.63","24.23","21.18","28.58","28.070125","37.023205","30.425623","45.157117","8.683782","41.9","40.8","38.5","41.3","16.181818","44.272727","45.181818","20.9","22.4","24.1","45.83","45.26","78.74","43.21","64.26","23.61","44.55","44.24","59.69","40.28","35","30","21.365232","34.337367","40.3","49","39","39.5","19","18","37.874822","44.448095","34.233164","28.151547","37.038384","40.3","27.2","35.4","39.2","55.5","50.9","31","26.2","53.5","31.77","21.69","24.1","17.46","42.79","27.3","22.32","30.48","30.09",""
"2/26/2019 0:00","36.62","25.85","23.3","32.43","44.97","13.510507","28.813716","15.734455","15.373822","3.382019","24.1","27.9","20.1","25.8","22.090909","22.090909","26.363636","38.8","30.1","39.2","34.74","29.82","31.35","26.21","41.89","18.43","16.91","21.94","","19.05","31","38","15.031107","22.48101","25.2","25.6","20.5","16.9","8","27","18.573571","18.120847","12.767347","11.101664","18.972727","","18.5","33.3","","48.6","40.8","30.2","22.5","35.6","12.63","10.5","13.73","8.38","42.54","31.12","33.58","52.8","62.19","18.18"
"2/27/2019 0:00","42.49","39.52","34.31","32.98","42.25","31.669781","36.300065","30.959122","33.481331","8.256807","23.8","18.7","14.6","21.6","36","27.363636","23.909091","29.2","35.2","34.6","31.58","50.8","37.78","25.63","48.14","10.91","28.91","15.96","17.78","16.87","28","40","16.590118","28.100956","5.25","31.4","18.1","18.5","20","27","24.784512","21.975305","15.672822","8.069044","13.272727","41.1","25.5","","46.9","41.4","44.5","30.2","18.3","39.4","29.52","21.3","29.7","13.34","47.98","47.21","31.95","32.48","28.62","19.93"
"2/28/2019 0:00","30.28","26.58","27.04","30.72","33.89","29.686367","38.938362","30.763225","35.192174","19.383082","33.5","28.9","26.1","32.7","31","36.181818","38.636364","32.4","30.4","32.9","34.06","39.42","32.84","27.07","30.09","19.03","38.18","37.72","32.11","32.84","34","46","22.945776","27.292289","40.2","41.6","29.7","20.9","28","39","31.759011","39.192365","28.314093","26.779235","31.464781","26.8","27.6","32.5","31.9","38.4","44.7","30.5","29.7","32.8","32.14","22.44","24.19","25.95","42.39","40.55","43.75","38.46","37.7","34.06"
"3/1/2019 0:00","44.63","44.17","37.08","38.92","41.33","13.205093","24.711287","20.540186","20.467719","7.494772","12.1","13.6","17.5","17.3","32.5","36","46.636364","25","43.1","34.9","50.55","49.38","36.12","38.51","48.89","35.66","25.27","29.74","17.96","19.96","39","","6.555305","11.004356","31.2","35.1","29.6","27.2","7","26","35.198747","32.463079","26.725712","22.393152","33.562416","66.6","26.9","51.8","51.8","56.4","55.9","44.3","32.7","72.4","10.28","7.49","10.65","5.68","56.46","35.24","15.8","37.37","25.01","11.59"
"3/2/2019 0:00","33.66","20.98","26.16","38.54","21.98","25.414593","24.292066","22.293631","24.234044","11.665215","24.7","23.3","19.1","35.5","20.5","24.181818","41.272727","28.7","20.8","28.7","60.51","38.07","37.52","48.49","43.46","17.07","20.55","23.21","13.06","14.88","41","","10.940522","30.533755","38.6","38.9","30.7","41.6","12","30","39.618364","40.575347","26.527066","26.373603","22.514413","50.3","40.8","61.8","58.3","52.5","54.1","50.1","26.9","56.2","15.79","9.82","12.16","8.92","33.09","27.55","23.04","33.2","17.94","16.85"
"3/3/2019 0:00","15.08","13.58","15.41","17.48","16.29","20.172452","36.186606","29.53994","33.305806","13.721833","38.4","31.6","31.8","30.7","35.5","37.636364","42.818182","15.5","11.3","14.3","27.3","23.5","30.78","29.13","35.41","14.19","34.19","41.16","33.74","37.01","21","","28.973953","44.506587","49.4","45.2","37.8","32","19","14","48.462642","42.856988","32.562504","28.214728","36.93094","19.7","21.4","26.1","23.1","17.3","31.5","28.5","29.2","23.2","28.2","29","29.81","26.14","30.62","17.06","17.25","18.87","14.32","13.23"
"3/4/2019 0:00","7.18","6.52","9.17","7.5","8.54","8.629376","14.13695","9.403329","10.31468","5.405501","18.3","20","16.8","21.5","9.2","11.545455","11.727273","8.4","12.1","10.1","13.83","11.24","20.31","18.98","12.66","9.98","12.73","14.14","11.07","9.43","10","","11.57708","20.809538","","28.4","19.1","22.4","7","7","","13.599389","9.717919","8.908441","16.70486","14.9","11.5","13.4","13.7","10.1","25.6","11","9.3","13.4","8.45","9.92","8.95","9.07","11.04","6.7","8.53","8.35","5.8","5.62"
"3/5/2019 0:00","5.68","5.1","10.02","7.24","10.05","6.711446","10.675085","5.744825","7.440733","4.73807","11.9","9.3","8.5","15.8","6.5","10.727273","10.818182","7.1","14.4","7.2","13.11","7.87","9.8","11.91","11.13","5.85","8.71","11.61","9.98","6.89","7","6","10.260433","14.971555","14.7","19.4","9.95","8.43","6","11","","9.574793","5.720452","5.244033","5.545354","16.2","10.9","12.6","10.6","8.9","11.8","13.5","7.9","9.8","7.02","7.74","7.93","6.57","10.36","6.71","7.62","7.08","7.07","6.34"
"3/6/2019 0:00","12.25","9.39","10.36","13.83","15.3","15.919764","16.741603","13.308688","12.643329","7.961143","13","20.3","19.8","19.8","15.4","22.818182","26","12.8","14.5","10.9","18.14","15.66","9.07","16.07","15.57","11.17","17.04","19.4","15.24","12.88","16","11","6.628783","18.004914","9.67","11.2","28.7","13.9","14","13","18.333237","17.922053","13.1105","19.254447","17.882143","11.9","14.3","18.5","22.6","17.9","22.7","23.1","10.7","13","12.27","11.08","12.1","6.99","18.18","14.52","12.89","20.68","13.05","15.22"
"3/7/2019 0:00","10.7","9.45","9.81","12.67","13.56","21.185099","26.607531","18.352857","18.13809","17.583347","17.2","19.1","13","15.4","18.1","21.636364","26.636364","11.7","11.1","10.6","15.3","14.97","14.79","15.56","15.87","10.16","22.85","23.75","20.32","18.32","13","10","18.108144","27.990935","15.2","12.8","17.4","10.9","25","15","17.083789","14.845231","10.980702","12.537916","17.790586","10.2","14.6","22.7","10.9","16.7","23.1","19.8","10.4","15.5","22.39","21.88","21.61","17.76","18.08","15.22","14.88","12.7","8.15","13.05"
"3/8/2019 0:00","8.49","5.63","12.85","7.19","10.23","6.240763","11.649544","9.242096","8.62138","5.902687","14.6","11.8","8","10.4","9.1","10.272727","13.090909","7.4","13.9","11.1","10.62","7.38","21.95","10.6","8.49","5.96","10.34","17.41","11.07","8.89","7","2.5","16.362986","21.890639","19.9","14.1","9.08","10.3","7","5","8.320819","11.532943","7.362654","10.163079","14.136878","11.9","12.3","9.9","7.5","12.9","12.9","11.2","7.7","9.8","9.33","8.2","8.33","11.2","9.48","7.08","6.17","7.8","5.07","5.07"
"3/9/2019 0:00","7","6.98","9.56","7.77","8.59","7.868646","15.046415","10.928492","11.499816","6.734333","13.2","9.9","8.5","9.2","10.7","12.090909","12.636364","7.1","7.3","7.5","11.73","10.05","14.79","11.8","9.6","6.17","11.24","12.15","10.16","9.43","6","6","10.724391","20.083238","10.3","9.52","9.17","8.61","8","7","10.207913","10.441089","8.373169","7.924645","11.018582","10.9","11.3","11.1","9.2","13","13.3","10","7.8","7.6","9.57","8.95","10.12","7.95","12.02","8.87","7.99","9.98","6.34","6.52"
"3/10/2019 0:00","6.15","6.5","4.63","6.82","9.45","3.870781","13.918823","5.932675","7.459509","5.217882","9.7","6.6","5.6","7.1","7.9","12","12.454545","5.6","11","6.9","9.58","6.19","7.05","7.61","7.12","5.66","5.8","9.43","6.53","4.72","2.5","2.5","9.943607","23.715444","5.43","4.55","8.53","5.12","6","7","8.41175","8.149187","5.810743","6.191693","8.873211","11.4","14.5","10.6","9","10.7","11.4","9.4","8.2","19.9","12.44","8.77","10.11","6.05","9.64","5.96","6.53","10.89","5.8","7.61"
"3/11/2019 0:00","5.27","4.17","6.31","4.12","8.39","5.734505","18.348751","6.384129","7.567048","4.391596","22.2","9.6","7.5","10.1","9.7","14.181818","8.909091","5.4","7.3","6.6","16.92","9.84","10.8","17.78","11.4","5.46","7.43","9.79","7.44","7.26","5","2.5","9.014834","23.043525","8.38","11.5","10.3","6.7","5","9","7.618016","9.575657","7.597317","5.216927","7.929724","11.1","10.7","12.5","9.6","13.4","11.3","12.4","9.1","18.6","9.13","8.93","10.1","3.74","14.05","8.04","6.71","6.17","7.43","6.34"
"3/12/2019 0:00","10.08","7.38","5.95","9.24","10.77","10.763386","18.79979","13.291695","12.49418","4.236663","29.1","24.8","14.9","15.9","16.6","19.909091","30.909091","8.8","9.4","9.2","22.3","21.18","34.41","19.54","21.18","22.88","14.14","","11.61","13.06","10","15","11.214081","28.5913","25","19.8","18.9","19.1","9","12","29.931526","26.585328","19.46245","14.585917","20.988687","15.6","21.5","15.2","9.8","18.6","20.7","22.1","11.9","17.7","11.16","9.38","10.04","4.78","22.22","","11.26","10.34","8.52","8.33"
